사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-06,경의선,1274,풍산,23,0,"4,097",424,"10,705","1,806","23,125","4,635","19,811","7,723","12,485","5,798","8,901","4,885","8,519","6,480","8,092","6,568","7,827","7,152","7,871","6,001","8,503","7,272","8,985","9,643","9,000","12,129","8,558","19,179","4,766","15,548","4,280","11,203","4,506","9,861","3,146","8,510",980,"7,380",35,968,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1275,일산,9,0,"7,801",776,"23,557","3,924","47,508","7,884","33,638","16,859","19,349","7,783","14,528","6,851","14,092","8,118","14,158","8,540","11,900","10,214","10,383","11,091","11,800","11,989","14,242","15,835","14,538","21,819","12,700","34,028","6,749","35,081","5,056","16,429","4,562","17,231","3,854","14,354","1,349","11,454",55,"4,116",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1276,탄현,39,0,"5,892",703,"21,252","2,945","37,075","6,062","28,746","9,885","15,626","5,489","12,209","4,797","11,200","5,801","10,523","6,371","9,988","6,848","8,787","9,047","9,566","9,644","10,274","11,605","10,413","18,440","11,101","28,588","6,121","30,873","4,931","15,047","4,146","14,357","3,399","10,089","1,262","9,714",84,"2,494",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1277,야당,48,1,"4,829",483,"16,638","2,730","30,381","5,184","27,534","9,255","13,592","7,159","11,461","5,956","10,568","7,491","10,455","8,180","9,586","8,771","9,414","10,044","10,032","12,309","11,497","14,510","11,885","24,197","10,897","32,047","8,115","29,330","8,318","15,563","9,937","13,491","8,975","11,006","4,455","9,056",559,"2,340",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1278,운정,51,0,"4,646",448,"18,186","5,228","31,255","7,198","28,053","11,038","14,570","5,890","11,022","4,551","9,311","5,155","9,191","6,130","8,521","6,156","7,130","7,086","8,111","8,996","10,136","12,285","11,625","16,576","11,110","22,511","5,340","21,654","3,865","12,387","3,084","11,070","2,440","9,766",699,"7,211",63,"1,609",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1279,금릉,60,1,"2,879",299,"9,713","2,623","18,390","5,516","15,027","11,498","9,005","5,301","7,385","4,460","7,567","4,333","7,361","5,311","6,637","5,364","6,187","6,713","6,660","7,122","7,881","8,718","9,928","12,550","11,230","14,468","5,105","14,137","4,080","7,851","3,782","7,693","2,765","7,072",728,"5,513",60,"1,588",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1280,금촌,109,4,"3,750",267,"10,037","4,313","20,108","9,853","18,448","15,757","12,661","8,761","10,084","7,272","10,293","6,988","11,165","9,475","10,487","9,173","9,582","9,224","10,149","10,156","11,110","11,762","13,557","16,434","16,506","17,944","8,449","15,905","6,605","10,539","5,140","10,178","3,426","8,372",986,"6,136",124,"1,674",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1282,월롱,34,0,588,40,"1,068","8,415","2,366","12,018","2,502","12,569","2,388","4,071","2,205","2,657","2,746","1,731","3,729","2,841","3,652","2,149","3,248","1,838","5,272","2,108","7,200","2,542","11,062","2,908","16,038","3,229","6,387","3,009","4,578","3,290","2,583","3,645","1,149","3,371",105,"2,817",7,663,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1283,파주,53,0,675,7,"1,418",789,"2,581","2,637","2,742","4,387","1,814","2,547","1,592","1,660","1,636","1,048","2,263","1,451","1,781","1,395","1,956",799,"2,233","1,118","3,551","1,047","5,439","1,227","4,190","1,443","1,574","1,510",869,"1,219",795,891,391,861,56,721,2,247,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1284,문산,923,2,"3,278",13,"8,209","3,211","16,721","7,672","14,705","15,255","10,657","5,555","8,803","6,659","8,646","7,333","8,870","7,765","8,921","7,800","8,898","6,733","9,203","9,611","10,078","9,770","12,947","11,088","12,032","13,709","5,974","13,345","4,487","9,345","3,481","7,147","2,238","7,296",117,"5,228",1,"2,341",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1285,임진강,0,0,0,0,0,0,0,0,0,0,23,205,28,462,15,5,177,5,1,2,4,1,283,140,168,14,506,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1291,서울역,1,0,911,14,"1,196","8,124","3,083","24,812","2,987","38,168","2,540","19,080","1,899","7,634","2,086","5,488","3,032","4,126","3,726","6,689","4,002","3,053","6,212","3,285","8,090","3,472","16,979","5,156","29,773","5,552","11,340","3,417","6,128","1,970","6,925","2,175","1,177",243,"2,148","1,286",1,131,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1292,공덕,12,1,702,113,"1,932","2,003","4,631","7,189","5,274","18,980","3,732","7,951","3,613","3,264","4,111","3,739","4,635","3,380","4,643","3,270","4,599","3,486","4,736","3,596","5,669","4,553","9,876","5,743","16,527","7,564","6,953","4,863","5,802","2,826","6,416","3,117","5,700","2,548","2,646","1,795",133,244,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1293,홍대입구,8,1,427,163,784,631,"1,529","2,040","1,805","6,130","1,381","4,765","1,265","3,629","1,410","3,381","1,799","4,232","2,022","4,479","2,508","4,323","2,936","4,025","3,659","5,155","5,394","5,188","6,362","6,740","4,539","4,385","4,450","2,298","5,376","2,344","5,181","1,637","2,530","1,283",57,198,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1294,디지털미디어시티,6,0,"1,077",364,"3,071","1,731","10,532","2,073","10,687","4,218","5,647","3,145","4,224","2,092","3,725","2,168","3,922","2,484","3,361","2,965","3,542","2,944","3,709","3,141","4,773","4,413","5,556","6,130","5,065","9,545","2,802","7,333","2,023","4,635","1,855","3,985","1,523","4,303",764,"3,030",50,443,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경의선,1296,계양,0,0,0,0,0,0,1,0,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-03 09:48:04
2022-06,경의선,1297,검암,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1311,신내,19,0,"1,114",772,"2,776","3,476","8,450","5,262","7,237","7,714","3,934","2,591","2,864","1,979","2,540","1,759","2,678","1,900","2,695","2,445","2,616","1,963","3,156","3,193","5,064","2,810","4,407","4,293","5,934","5,256","2,702","4,405","1,454","2,408","1,218","2,365","1,015","2,255",480,"1,358",37,572,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1312,갈매,4,1,"1,991",580,"4,119","2,403","17,150","3,416","10,084","4,947","6,690","2,731","4,397","2,413","3,402","2,126","4,198","2,356","3,325","3,101","3,165","2,444","3,354","4,083","4,533","4,490","4,825","6,092","4,395","10,064","2,176","7,889","2,126","4,340","2,336","3,848","1,474","2,905",671,"1,686",18,698,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1313,별내,28,1,"1,439","1,160","3,986","2,962","13,592","3,995","10,108","6,988","6,440","4,449","4,796","3,246","3,726","3,348","4,664","3,198","4,062","3,684","3,973","3,257","4,440","4,409","6,072","4,984","6,157","7,563","6,819","9,618","3,232","8,799","2,644","4,732","2,323","3,174","2,051","3,858","1,009","1,768",38,636,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1314,퇴계원,20,0,"3,118",694,"5,945","1,853","18,732","3,931","13,151","4,944","9,404","2,653","6,245","3,014","4,976","2,843","5,296","3,644","4,555","3,808","3,758","3,801","4,136","4,235","4,065","6,036","4,648","9,439","6,064","10,952","2,673","11,353","1,880","6,438","1,607","4,362","1,115","5,786",416,"2,368",19,804,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1315,사릉,8,0,"2,350",796,"4,149","1,560","11,311","5,274","8,662","5,173","5,694","2,301","3,884","2,374","3,201","2,220","3,359","2,464","3,137","2,006","2,617","3,014","3,099","2,677","3,089","3,856","4,555","5,996","5,157","6,884","2,140","8,629","1,578","3,962","1,130","3,014",780,"2,969",247,"2,076",15,590,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1316,금곡,7,0,"1,667",304,"2,613","1,247","4,645","2,221","4,895","5,981","3,476","2,123","2,746","1,678","2,632","1,542","2,449","2,029","2,489","1,552","2,090","2,391","2,479","2,226","2,861","2,489","3,296","3,387","3,485","4,026","1,363","3,880",934,"1,665",700,"1,895",509,"1,674",173,"1,175",10,255,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1317,평내호평,568,7,"5,940",844,"13,970","1,734","27,750","4,760","20,850","10,873","12,648","7,112","10,809","5,880","9,452","5,930","9,162","7,986","8,731","7,081","7,059","9,058","7,993","8,899","8,105","10,061","8,662","17,996","8,863","19,332","5,350","22,892","4,775","10,329","4,127","8,987","3,591","7,911","1,656","5,155",33,"2,900",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1318,천마산,39,0,"1,197",293,"3,940",800,"8,138","2,131","6,513","1,928","4,945","1,764","3,840","1,533","3,004","2,052","2,766","2,128","2,391","2,054","2,246","2,485","1,941","2,988","2,491","3,128","2,043","4,422","2,263","5,631","1,047","4,552",758,"3,342",659,"2,579",475,"2,109",121,"1,448",2,74,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1319,마석,26,0,"1,569",486,"8,774","2,936","15,231","6,582","12,991","8,023","9,470","5,728","7,727","4,140","6,861","5,467","7,007","4,851","6,133","6,301","5,732","5,621","5,746","6,890","6,737","6,911","6,720","10,052","7,456","9,950","3,671","13,097","2,963","6,907","2,339","5,396","1,666","4,963",749,"2,738",3,388,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1320,대성리,16,0,"4,387",105,"3,187",447,"2,140",878,"2,103","1,226","2,250","1,038","3,657","1,582","5,375","1,780","2,154","2,268","1,354","5,209","1,460","7,960","1,625","3,986","1,818","2,926","1,750","2,056","1,409","1,473",773,"1,123",535,642,419,429,188,384,109,340,1,0,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1321,청평,16,0,"1,569",190,"2,390",975,"4,279","1,776","5,381","4,749","3,762","3,452","4,381","3,911","6,037","3,095","4,183","4,619","3,648","3,790","3,826","4,665","4,087","4,183","4,144","4,219","4,757","5,077","3,618","4,195","1,977","3,530","1,348","2,558",932,"1,977",487,"1,368",180,"1,432",0,0,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1322,상천,0,0,321,62,291,213,673,381,746,939,565,"1,059",729,"1,355",743,"1,146",706,702,800,583,"1,224",888,"1,217",692,"1,242",461,"1,120",547,554,442,320,446,198,242,114,214,37,143,21,141,0,7,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1323,가평,0,0,848,190,"1,678","1,454","3,440","2,741","4,093","7,027","3,175","5,497","4,539","5,271","8,697","7,011","5,105","6,170","4,418","6,366","4,669","5,961","5,256","4,533","6,116","3,273","6,305","4,041","5,746","3,472","2,850","3,096","2,308","2,273","1,492","1,548",708,"1,361",285,"1,192",8,111,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1324,굴봉산,0,0,188,20,231,92,187,329,318,477,261,358,379,"1,011",488,689,421,426,570,319,791,451,686,417,661,364,585,325,243,288,220,222,249,219,137,177,81,85,56,81,0,6,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1325,백양리,1,0,35,18,31,108,60,409,171,244,128,188,239,404,349,368,209,203,227,201,275,232,383,206,257,205,394,118,286,115,115,118,120,77,90,44,47,62,22,43,1,3,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1326,강촌,4,0,206,25,270,187,496,360,611,"1,995",783,"1,748","1,017","2,040","1,978","2,285","1,389","1,189","1,296","1,104","1,593","1,332","1,919",893,"2,100",993,"1,885",688,"1,217",762,814,649,572,393,279,368,117,292,54,247,9,5,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1327,김유정,6,0,135,34,211,134,568,550,430,"1,013",427,"1,191",480,"1,733",612,"1,823",803,"1,406",930,"1,060","1,282",983,"1,550",773,"1,496",672,"1,570",745,910,676,584,452,377,293,162,202,45,188,21,73,8,31,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1328,남춘천,536,8,"1,490",32,"3,685","1,010","4,461","2,614","5,592","4,533","5,537","5,324","5,163","4,729","5,097","9,351","5,384","9,531","6,467","5,479","7,924","4,632","7,659","5,818","7,155","4,864","6,323","5,660","4,834","5,536","3,931","8,254","3,170","3,125","2,693","3,262","1,779","3,920",436,"2,086",6,"1,460",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경춘선,1329,춘천,240,1,646,6,"1,566",444,"1,770","1,365","2,460","3,225","2,480","4,672","2,438","3,626","2,590","5,234","2,912","4,086","3,782","4,087","5,104","2,663","6,817","3,471","7,292","2,306","5,481","2,328","4,258","2,044","2,810","3,072","1,913","1,218","1,216","1,196",750,980,43,"1,113",3,482,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1873,고색,484,3,"2,483",489,"6,580","2,530","14,305","14,868","12,153","22,013","6,084","3,944","4,296","2,470","4,094","2,892","4,426","3,122","4,420","3,237","4,803","3,468","4,499","3,798","5,282","5,391","13,378","7,591","18,951","10,436","6,003","10,029","5,799","6,438","3,523","5,192","2,076","4,664",824,"3,312",6,"1,897",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1874,오목천,3,0,683,13,"4,462","3,483","9,628","4,505","10,817","9,906","6,065","5,333","5,025","4,213","5,591","3,380","6,512","4,017","5,312","4,936","4,683","3,647","6,441","4,115","8,314","5,794","8,757","5,623","8,161","9,938","3,699","6,375","2,459","3,786","2,254","3,458","1,429","4,795",565,"2,884",3,297,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1875,어천,1,0,194,4,829,"1,322","1,544","2,201","1,763","2,413","1,425","1,095","1,478","1,012","1,403","1,006","1,357",992,"1,387","1,258","1,164","1,167","1,396","1,264","1,775","1,745","2,428","1,660","3,084","2,479","1,280","1,729",851,"1,013",466,969,297,"1,000",122,551,1,66,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1876,야목,2,0,231,3,580,515,"1,582",628,"1,291",640,876,293,678,391,708,331,623,385,604,401,559,369,692,440,801,596,914,724,953,"1,000",411,674,265,339,154,423,88,354,46,271,0,61,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1877,사리,0,0,"3,775",153,"10,763","1,597","23,029","3,320","21,184","4,732","11,018","2,450","8,333","2,577","6,996","2,621","7,312","3,588","6,919","4,551","5,246","4,465","5,105","6,188","6,147","8,694","6,343","10,598","6,405","19,453","3,960","13,545","2,398","8,816","2,028","9,110","1,809","7,388",663,"6,190",15,738,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1878,달월,0,0,9,37,21,245,99,209,148,377,116,128,78,173,127,125,118,106,117,123,149,103,140,77,370,105,419,86,818,165,170,39,92,62,59,64,23,41,20,33,1,6,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1879,월곶,4,0,"1,595",418,"5,047","1,567","10,505","2,225","11,094","3,300","5,450","3,082","4,135","3,122","4,060","3,852","4,297","4,120","3,924","4,028","3,536","3,760","3,710","4,328","4,262","5,330","4,655","7,595","5,702","9,977","3,350","6,044","2,512","4,273","2,021","4,592","1,552","3,565",655,"2,122",10,408,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1880,소래포구,17,0,"2,919",424,"6,741","2,544","16,955","3,978","14,137","7,685","8,079","7,343","7,840","10,811","9,420","18,480","11,464","19,680","14,065","13,650","17,561","12,027","18,585","10,761","16,466","11,887","13,368","12,139","10,170","14,975","6,708","9,785","5,254","6,646","4,916","6,646","3,610","5,500","1,710","4,020",41,703,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1881,인천논현,18,0,"2,613",768,"6,389","4,364","15,802","9,353","14,017","13,948","7,832","8,467","7,240","6,277","7,569","6,551","8,056","7,586","7,492","8,437","7,481","8,431","8,723","8,781","9,675","11,435","12,154","15,164","13,053","18,859","7,632","12,090","6,440","7,998","6,685","6,816","4,700","5,663","2,384","3,961",22,816,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1882,호구포,9,1,"1,904",860,"3,696","4,835","7,635","18,804","8,243","24,744","4,887","4,586","4,274","2,994","4,682","3,498","4,986","3,472","4,737","3,845","4,682","3,827","5,117","3,992","6,421","5,177","15,158","6,732","17,577","7,577","5,718","6,760","6,387","4,621","4,440","4,082","2,207","3,262","1,090","2,478",1,464,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1883,남동인더스파크,0,0,476,780,971,"3,670","1,290","15,824","1,788","20,034","1,266","3,507","1,272","1,251","1,756","1,508","1,753","1,525","1,884","1,483","2,717","1,360","2,577","1,019","3,616","1,280","12,061","1,641","11,300","1,518","4,081","1,993","4,052","1,402","1,914",813,530,520,205,415,1,53,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1884,원인재,3,0,"3,392",661,"7,092","2,604","14,435","5,472","15,722","7,262","8,802","4,677","7,101","4,543","6,755","4,634","6,642","5,719","6,504","6,045","5,877","6,223","6,184","7,581","6,735","9,303","7,319","11,718","7,669","16,389","4,845","11,411","4,313","7,891","3,625","7,884","2,970","6,788","1,609","4,761",46,833,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1885,연수,9,2,"2,766",781,"6,897","2,343","15,642","4,566","14,133","11,185","6,701","6,535","5,835","6,268","6,307","5,642","7,035","6,529","6,905","6,807","6,528","6,398","7,090","7,213","7,905","9,075","9,096","13,275","10,870","16,212","5,426","10,357","5,086","7,148","5,425","6,796","4,583","4,308","2,634","3,132",36,729,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1886,송도,7,0,"1,938",407,"4,506","1,425","9,252","2,792","9,449","3,494","4,508","2,351","3,919","2,631","3,881","2,735","3,994","3,278","3,966","3,181","3,489","3,266","3,665","4,082","4,369","5,058","4,307","6,297","3,769","8,475","2,013","5,487","1,630","3,536","1,406","3,626",885,"2,643",391,"1,879",1,547,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1888,인하대,45,1,"3,509",530,"9,844","2,948","23,326","4,896","17,827","13,768","8,663","8,494","7,948","7,920","8,778","6,301","9,104","8,882","9,000","7,937","9,003","8,475","10,474","8,822","12,673","11,296","12,348","16,363","10,984","21,204","6,918","12,175","5,728","8,909","5,453","8,429","4,504","6,146","2,662","4,549",66,"1,179",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1889,숭의,29,0,"3,367",944,"6,149","3,292","13,608","8,199","11,488","12,119","6,048","4,836","5,619","3,881","5,931","3,495","5,888","4,304","5,483","4,722","5,069","4,400","6,198","4,714","7,209","6,466","9,799","8,392","8,879","10,668","3,953","6,776","2,603","5,015","2,237","4,945","1,718","3,627",908,"2,319",9,647,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1890,신포,13,0,"1,442",269,"1,554",855,"3,031","4,119","2,949","8,292","1,925","3,377","1,838","2,774","2,165","2,919","2,668","3,018","2,846","3,194","3,003","2,808","3,793","3,029","5,202","3,555","5,129","3,492","6,631","4,664","2,856","2,449","2,680","1,726","2,234","1,657","1,529","1,305",675,743,6,206,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,수인선,1891,인천,107,1,661,212,"1,155","1,044","2,363","3,071","1,823","4,989","1,443","2,329","1,648","2,844","1,587","4,527","1,853","4,544","2,159","3,972","2,543","3,929","2,628","4,400","4,204","3,537","2,869","3,499","2,545","4,150","1,621","2,836","1,396","2,093","1,208","1,767",784,"1,573",178,910,1,322,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1501,판교,14,0,819,15,"2,577","6,770","5,149","14,179","3,780","28,343","2,463","21,834","2,542","9,312","3,271","7,849","3,479","5,966","4,126","5,460","5,760","4,985","8,343","4,623","9,257","4,985","16,050","7,189","23,521","6,341","16,924","4,253","13,876","1,874","10,239","1,808","5,693","1,193","2,226",828,3,258,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1502,이매,13,0,635,28,"1,695","1,052","4,741","1,960","3,665","3,185","1,910","1,504","1,555",985,"1,583","1,016","1,526","1,103","1,377","1,353","1,385","1,099","1,538","1,488","1,933","1,695","2,436","2,418","2,383","2,812","1,304","2,424","1,092","1,250","1,303","1,179","1,220",839,410,394,7,106,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1503,삼동,1,0,"1,321",124,"4,327","1,298","12,225","2,587","13,057","2,448","7,568","1,195","4,161","1,134","3,158","1,508","2,889","1,605","2,721","1,766","2,165","2,530","2,053","2,966","2,634","4,094","3,551","6,421","2,887","8,546","1,288","8,695",920,"5,087",818,"4,678",493,"3,577",146,"1,829",0,55,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1504,경기광주,2,0,"3,034",281,"14,588","2,331","40,034","5,810","39,928","10,248","21,966","4,728","13,542","4,426","11,373","5,201","10,340","5,753","9,424","7,232","8,260","7,926","8,159","10,366","9,576","13,705","10,352","19,887","9,444","33,242","4,451","28,390","3,072","17,515","2,708","14,777","1,607","9,389",635,"8,003",0,45,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1505,초월,0,0,"1,403",181,"5,941","1,536","14,203","4,821","15,309","5,341","8,406","2,131","4,997","1,991","4,568","2,093","4,137","2,242","4,126","2,933","3,439","3,108","3,437","3,848","4,814","5,140","5,711","6,789","5,411","12,356","2,181","10,036","1,757","7,753","1,222","5,312",650,"5,038",364,"3,911",0,0,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1506,곤지암,0,0,868,156,"2,772","1,888","7,087","5,769","6,958","6,876","4,604","3,499","3,258","2,934","3,281","2,493","3,452","2,995","3,349","2,842","3,285","2,822","3,887","3,174","4,512","4,002","7,039","5,168","6,728","5,905","2,747","6,166","1,813","3,737","1,150","3,716",486,"2,532",298,"1,893",1,0,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1507,신둔도예촌,2,0,716,135,"2,453",503,"6,506","2,811","4,672","4,230","3,269","2,156","2,612","1,318","2,111","1,729","2,563","1,814","2,383","1,570","2,087","1,524","2,399","2,058","3,580","2,432","4,435","3,786","3,371","3,916","1,406","4,291","1,178","2,689",993,"2,851",337,"2,214",100,"1,762",1,1,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1508,이천,10,0,931,32,"2,814","1,259","8,058","6,034","6,720","7,681","5,297","4,402","4,758","3,236","4,454","4,352","4,260","3,887","4,319","4,043","4,193","4,288","4,552","4,519","5,937","5,328","6,335","6,375","7,389","8,126","3,845","6,651","3,164","5,514","2,548","3,123","1,335","3,969",493,"1,863",1,647,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1509,부발,4,0,975,52,"2,682","1,908","6,451","6,317","5,211","6,310","3,929","2,034","3,258","1,854","3,812","2,282","3,211","2,647","3,232","2,342","3,862","2,593","3,685","2,850","4,543","3,277","6,446","4,569","5,743","4,806","3,889","6,155","2,266","3,814","1,458","3,566",844,"3,269",371,"2,274",3,"1,373",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1510,세종대왕릉,0,0,239,1,614,117,"1,274",865,"1,005",693,747,529,749,517,583,739,612,535,574,422,671,619,682,736,765,769,781,744,904,795,352,"1,137",260,512,107,638,58,294,25,346,2,100,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,경강선,1511,여주,18,0,"1,381",11,"3,598",947,"6,452","3,902","6,257","4,894","4,373","5,420","4,691","3,628","4,162","3,982","4,510","4,510","4,804","3,959","5,277","3,825","6,327","4,085","6,679","5,438","6,479","5,360","4,116","5,664","3,244","7,528","2,149","5,207","1,545","2,967",813,"3,363",232,"2,914",1,"1,306",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2511,방화,15,0,"4,853",6,"10,675","3,654","27,083","6,148","24,576","13,401","13,598","6,913","10,709","5,868","10,556","6,191","10,346","7,029","10,201","7,942","8,862","8,434","9,600","9,772","11,721","11,352","10,429","13,339","10,186","20,727","4,857","18,559","3,988","11,618","2,653","10,318","2,004","10,288",687,"6,161",90,"2,230",0,183,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2512,개화산,1,0,"4,262",502,"8,216","3,724","21,826","6,098","20,252","14,329","10,927","6,689","7,997","4,958","7,977","5,355","8,153","6,140","7,820","5,866","6,867","6,168","7,350","7,338","8,425","8,848","10,057","10,672","12,476","15,983","5,619","14,679","3,466","8,989","2,849","8,416","2,324","8,018",645,"5,105",51,"1,571",0,30,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2513,김포공항,1,1,349,"2,110","1,565","9,421","4,383","15,489","6,936","20,088","7,746","13,123","8,341","14,744","11,046","17,281","13,580","17,233","13,956","17,601","15,094","17,382","18,085","16,544","18,150","17,624","22,697","16,984","26,895","15,408","18,261","9,623","16,155","4,873","14,967","2,492","12,558","1,600","2,918","1,214",209,471,1,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2514,송정,22,0,"3,838","1,198","8,194","4,433","20,454","7,298","22,079","11,816","14,238","7,567","11,110","6,410","9,907","7,181","10,026","7,602","9,414","7,942","8,803","8,199","9,068","9,275","10,467","11,166","11,891","13,092","12,682","18,911","7,116","15,708","5,572","9,835","5,142","9,373","3,739","8,960","1,753","5,606",222,"1,577",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2515,마곡,2,0,"2,363","1,833","7,751","6,304","24,899","14,183","23,399","48,661","13,042","30,063","10,689","13,089","10,465","10,373","10,971","11,458","12,072","11,790","12,484","11,096","14,508","11,721","18,123","13,892","28,199","16,613","39,936","23,997","16,695","19,709","11,549","10,333","10,394","9,077","7,420","9,361","2,752","5,058",288,"1,778",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2516,발산,3,0,"3,276","2,374","9,373","12,682","26,552","37,101","27,637","108,573","17,906","57,712","17,869","28,627","20,856","28,394","24,265","27,372","26,555","28,955","29,754","25,964","35,792","26,505","41,969","27,687","61,328","33,792","82,517","47,677","36,593","35,347","30,266","18,961","30,698","14,550","25,387","13,498","10,312","8,390","1,187","2,390",0,0,0,0,0,0,2022-07-03 09:48:05
