사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,,작업일시
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,
2022-06,5호선,2517,우장산,1,0,"6,594",717,"21,599","4,992","56,245","16,398","56,741","22,620","29,494","14,934","23,651","11,952","21,762","12,662","22,282","15,041","20,646","18,110","18,798","18,605","22,308","21,738","26,379","25,913","22,497","33,232","19,217","50,353","11,642","41,470","8,882","24,244","7,544","21,649","6,264","23,354","1,705","13,981",206,"2,802",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2518,화곡,257,0,"22,856","1,665","39,973","10,425","114,008","14,767","142,779","30,492","69,239","23,616","43,816","17,711","39,794","18,863","39,610","22,695","37,891","25,530","31,191","28,474","30,894","35,983","35,092","48,350","36,530","63,578","35,548","115,764","21,888","86,803","15,920","51,781","13,469","49,597","10,635","44,140","4,052","29,043",474,"7,016",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2519,까치산,198,0,"24,924","1,545","43,436","9,314","124,719","11,526","154,071","19,678","76,948","17,921","45,420","17,899","40,278","20,938","40,788","24,254","37,651","26,820","31,033","30,341","29,697","41,546","32,574","52,568","31,104","67,211","30,246","119,070","19,584","93,187","15,298","60,284","12,423","58,565","10,291","48,628","4,485","32,056",545,"7,637",1,299,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2520,신정(은행정),71,2,"12,243",814,"23,514","3,862","64,809","8,697","77,533","14,613","35,923","8,885","20,441","7,358","18,308","8,012","16,832","9,819","16,074","11,001","12,905","12,310","13,528","16,077","14,240","21,239","14,746","27,297","15,651","46,796","8,109","35,352","5,904","22,076","5,060","21,342","4,258","20,358","1,534","13,464",132,"3,203",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2521,목동,5,0,"8,129","1,260","20,572","5,625","59,521","15,851","74,942","26,587","34,881","20,259","24,172","15,473","22,609","13,723","22,629","17,122","21,402","20,937","20,288","20,431","19,907","24,304","22,902","31,927","25,834","43,234","28,850","75,647","16,007","52,757","13,104","30,050","12,440","28,848","13,928","26,314","4,173","15,644",449,"4,130",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2522,오목교(목동운동장앞),2,0,"4,895","1,784","15,096","9,254","49,575","27,828","58,113","66,524","30,090","50,813","22,962","29,804","23,381","29,681","26,483","29,408","27,331","32,436","27,771","31,246","30,488","32,508","38,036","39,024","47,212","48,945","64,642","72,963","34,978","46,533","35,860","26,463","28,041","23,130","25,314","21,317","7,400","13,044",655,"3,318",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2523,양평,1,0,"2,217",786,"6,821","2,904","24,958","9,082","28,524","37,242","11,495","13,015","7,671","5,629","7,596","5,203","7,537","5,782","7,700","5,957","6,873","5,986","7,474","6,665","8,528","8,109","14,670","11,920","29,176","21,977","8,438","15,574","5,361","9,471","4,339","9,248","3,334","8,933","1,369","5,546",120,"1,534",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2524,영등포구청,0,0,984,704,"2,396","2,522","7,298","5,911","9,789","23,288","4,771","9,445","3,865","4,589","4,117","3,789","4,389","4,045","4,586","4,323","4,842","4,217","5,126","4,205","6,142","4,603","9,385","6,198","19,049","10,973","5,944","5,703","4,175","3,412","3,705","3,534","2,984","3,320","1,209","2,116",221,404,0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2525,영등포시장,1,0,"2,348",994,"5,701","5,333","21,285","12,923","31,741","38,152","14,074","23,210","9,938","15,714","10,771","14,737","12,922","16,707","14,068","20,294","14,245","16,624","17,456","13,852","21,384","14,189","27,318","17,394","37,038","30,179","15,620","17,745","11,288","10,988","10,016","10,803","7,645","10,334","3,065","7,208",338,"1,330",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2526,신길,63,0,"1,740",383,"3,841","2,170","13,679","4,834","21,545","14,281","8,151","6,189","4,538","2,838","4,205","3,046","4,516","3,209","4,256","3,703","3,962","3,611","4,031","4,211","4,712","5,397","7,273","8,853","12,854","17,025","4,612","10,337","3,235","7,664","3,282","7,852","2,591","7,884","1,333","5,484",219,"1,453",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2527,여의도,6,0,"1,867","3,159","3,822","23,720","9,578","133,189","12,955","219,413","10,715","78,672","11,377","31,015","17,418","30,971","17,664","29,928","22,644","31,377","27,350","25,914","34,593","23,159","46,915","24,289","127,636","28,318","166,042","37,566","63,195","16,884","52,352","9,003","46,248","7,834","30,466","6,848","11,144","5,034","1,227","2,390",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2528,여의나루,9,0,"1,415","1,528","2,462","11,374","4,833","38,576","8,401","67,218","4,878","26,208","4,701","18,431","6,264","18,442","7,934","19,639","9,129","22,478","12,305","23,306","18,168","23,856","25,979","24,175","45,000","26,001","59,870","28,669","29,656","18,850","38,004","11,466","35,654","7,475","29,657","5,345","11,384","2,906",697,800,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2529,마포,27,1,"2,386","1,252","8,247","10,392","25,541","21,576","33,874","69,919","17,524","33,770","13,898","15,905","14,065","16,454","15,550","14,984","17,158","15,159","16,302","13,931","17,766","15,069","21,879","18,762","34,410","27,930","57,527","42,757","20,723","23,977","18,123","13,322","20,588","12,258","15,605","10,919","6,550","7,363",892,"1,408",1,1,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2530,공덕,5,0,"1,793",936,"5,585","7,009","21,799","29,060","29,919","79,103","14,578","38,212","11,570","15,787","13,438","14,854","15,302","14,300","16,624","14,891","16,269","13,563","17,159","14,414","22,951","17,074","38,361","26,765","62,894","43,925","23,490","21,403","18,846","12,538","19,924","11,762","16,515","11,287","7,126","6,894",906,"1,510",0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2531,애오개,29,0,"2,348",394,"5,358","4,104","18,000","9,107","23,737","25,706","12,059","12,239","8,201","6,350","8,457","5,779","8,815","6,325","8,787","8,037","7,853","7,880","9,195","7,801","10,623","8,960","13,233","12,626","20,410","19,968","7,516","12,560","5,514","7,739","4,495","7,326","3,517","7,375","1,269","4,849",105,"2,329",0,245,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2532,충정로(경기대입구),24,1,861,280,"2,166","1,741","6,901","9,206","8,496","31,461","4,525","12,393","3,913","4,297","4,251","4,021","4,618","3,601","5,075","4,457","5,395","4,142","5,467","3,803","6,499","4,138","12,110","5,660","26,353","8,648","6,992","5,659","4,641","3,745","4,469","4,025","3,292","4,005","1,323","2,633",187,604,0,57,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2533,서대문,12,1,"2,562","1,114","5,921","14,281","17,579","67,319","22,965","157,989","16,373","44,530","15,935","20,392","19,080","18,586","19,114","17,521","18,759","21,352","21,788","17,425","26,888","14,789","37,115","14,925","67,695","18,286","110,363","23,922","28,546","14,053","22,731","9,834","21,174","10,089","16,228","8,379","6,011","5,628",599,"1,461",0,16,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2534,광화문(세종문화회관),79,1,"2,619",956,"3,196","27,016","8,568","72,759","12,683","251,100","11,059","111,011","13,626","49,136","19,785","47,463","25,128","42,147","33,291","44,135","38,808","36,003","46,742","29,353","59,665","29,058","102,271","36,385","198,257","44,389","68,866","19,988","51,972","8,478","55,958","7,037","47,171","5,493","17,783","3,217","1,622",765,0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2535,종로3가,87,4,"1,471",513,"1,889","5,711","3,147","14,911","4,335","38,959","4,712","32,040","6,274","27,377","9,701","31,428","16,056","30,774","19,271","28,998","23,792","25,484","27,336","23,254","32,452","24,000","40,206","27,480","53,855","32,000","32,669","16,996","31,183","8,621","35,125","6,649","30,216","4,931","15,277","3,403","1,375","1,220",0,4,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2536,을지로4가,1,1,408,603,655,"6,565","1,504","17,676","2,491","42,198","2,435","18,388","3,309","10,896","4,974","11,098","6,328","9,909","7,742","8,874","8,878","7,694","10,024","6,917","12,498","6,177","23,270","6,147","35,834","6,171","14,706","3,181","9,343","1,731","8,018","1,533","5,681","1,087","2,660",895,342,231,0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2537,동대문역사문화공원(DDP),2,0,217,263,517,"2,875","1,095","9,469","1,719","29,517","1,453","11,524","1,931","3,525","1,870","2,817","2,017","2,750","2,276","2,839","2,894","2,834","3,085","2,571","4,684","2,393","10,646","2,605","19,893","3,023","7,270","1,820","3,821","1,289","3,253","1,194","2,379","1,113",994,820,148,248,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2538,청구,6,0,"1,716",290,"3,156","2,132","7,061","3,965","10,587","14,194","6,664","6,840","5,508","4,133","5,127","3,448","4,721","3,881","5,369","4,322","5,233","4,197","5,130","4,663","6,143","5,676","7,578","6,836","12,736","9,809","7,759","7,069","4,952","4,513","3,891","4,222","3,354","4,552","1,517","3,041",249,701,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2539,신금호,18,1,"3,045",472,"7,367","2,908","21,314","9,008","28,180","13,695","14,797","7,358","9,539","5,901","8,391","5,768","8,695","7,101","8,777","7,921","7,865","7,978","8,909","10,046","11,416","12,324","9,636","15,549","10,126","24,470","7,578","16,630","5,055","10,427","3,825","9,984","3,002","9,330","1,239","6,330",164,"1,521",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2540,행당,26,0,"3,964",740,"11,422","2,524","31,390","5,106","42,366","9,296","20,530","6,576","13,600","5,367","11,471","6,123","11,494","7,258","10,697","8,367","9,398","9,248","9,684","11,028","9,695","13,974","10,497","17,879","9,862","29,417","5,933","20,031","5,091","13,026","4,113","12,135","3,346","10,976","1,068","7,261",124,"1,622",0,1,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2541,왕십리(성동구청),9,0,"1,671",510,"2,511","2,898","5,995","6,303","8,398","18,858","5,174","9,033","4,626","6,805","5,249","6,940","5,786","7,533","6,133","8,238","6,564","8,225","7,148","8,156","8,710","9,277","10,676","11,125","13,997","16,285","8,226","8,915","7,198","5,437","7,860","4,768","6,838","4,192","3,353","2,843",478,"2,345",0,184,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2542,마장,0,0,"2,502",591,"5,858","4,069","15,411","6,521","19,496","15,615","10,759","8,627","7,951","6,368","7,825","6,361","8,599","7,013","8,047","6,905","7,718","6,025","8,320","6,953","9,421","8,610","10,340","10,955","11,996","16,083","7,073","10,945","4,871","6,963","4,577","6,659","3,613","6,347","1,387","3,950",119,"1,051",0,8,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2543,답십리,57,1,"9,236","1,026","18,045","7,329","54,501","13,700","72,479","35,014","34,070","17,174","21,387","12,868","18,911","12,991","19,959","15,103","19,283","17,040","17,391","16,457","18,693","19,146","21,850","23,208","26,785","31,070","32,321","53,063","15,184","36,285","11,038","22,382","9,311","20,749","7,085","20,107","2,943","12,331",346,"3,069",1,11,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2544,장한평,19,0,"7,420","1,113","17,601","12,183","52,412","22,033","70,033","63,337","36,136","27,588","21,860","18,422","19,760","18,267","21,455","17,844","20,643","18,499","19,915","17,794","21,576","20,176","27,645","25,700","35,788","36,148","56,863","60,576","24,772","42,721","15,431","24,733","11,899","23,184","9,051","21,670","3,686","14,028",347,"3,079",0,77,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2545,군자(능동),35,2,"7,089",846,"12,048","5,695","33,199","8,301","44,713","23,992","21,177","16,990","13,442","11,232","12,845","11,237","13,850","12,895","13,789","14,575","13,029","14,767","13,454","17,138","15,713","20,972","19,578","30,099","24,683","49,917","14,982","33,384","11,943","19,730","12,062","17,999","10,264","17,772","5,168","12,301",715,"5,198",0,687,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2546,아차산(어린이대공원후문),16,0,"8,875","1,517","16,375","5,912","43,247","14,887","57,757","30,329","30,799","19,839","20,712","18,788","19,910","19,236","22,416","17,961","23,958","18,019","23,383","18,486","24,599","22,388","27,310","26,789","28,001","32,399","27,705","49,539","16,339","36,826","12,250","23,129","11,182","19,453","7,672","18,226","2,931","11,050",309,"2,660",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2547,광나루(장신대),8,0,"5,345","1,856","16,191","8,362","40,345","15,507","45,451","31,984","27,189","20,550","19,619","17,041","18,891","14,112","19,769","15,697","19,769","16,844","18,716","16,307","20,598","17,532","25,545","22,291","25,466","26,915","30,975","38,843","14,784","27,353","11,937","17,471","13,295","16,608","9,022","15,795","2,764","10,488",269,"1,962",1,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2548,천호(풍납토성),55,0,"6,968","1,550","11,627","13,088","27,665","18,836","35,434","40,047","22,013","34,665","21,172","27,851","23,836","27,204","27,401","28,318","29,127","30,097","29,833","29,666","34,455","32,233","39,955","34,970","48,408","41,481","51,439","53,544","35,519","39,172","33,673","22,412","23,965","19,687","19,188","17,217","8,669","10,981","1,302","2,772",1,5,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2549,강동,101,1,"10,475","1,263","20,425","11,610","53,638","28,552","65,432","48,972","35,452","25,592","25,564","19,354","25,419","16,953","26,640","18,686","23,151","24,279","22,751","22,476","25,743","24,524","30,930","26,541","40,955","32,789","42,745","51,500","20,329","39,565","14,471","26,491","11,842","24,726","8,741","22,789","3,133","16,029",411,"5,299",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2550,길동,6,0,"4,837",790,"8,533","3,918","21,848","7,262","26,485","17,668","14,405","13,228","12,686","9,252","12,409","9,829","13,495","11,360","13,130","10,817","11,002","12,469","11,987","13,215","13,837","16,324","14,656","18,580","15,935","25,715","8,394","19,985","6,568","12,076","6,149","9,782","4,661","9,523","1,755","5,385",251,"2,033",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2551,굽은다리(강동구민회관앞),5,0,"7,006",636,"14,027","2,759","35,898","6,245","37,920","14,316","21,219","10,705","15,619","8,800","14,346","9,328","14,931","10,233","14,139","11,492","12,393","12,303","12,490","13,643","13,290","18,601","13,516","22,187","15,037","33,010","8,787","27,159","6,512","16,701","6,945","14,233","4,592","14,411","1,520","8,020",194,"2,696",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2552,명일,9,0,"5,232","1,264","14,332","3,662","35,067","7,370","32,522","13,099","18,145","9,954","15,181","9,411","13,458","9,633","14,093","8,733","12,395","11,491","11,744","11,097","11,383","13,648","14,003","17,900","12,335","18,725","12,156","35,559","7,208","28,970","5,779","15,180","5,957","12,813","3,983","13,208","1,483","8,158",180,"2,372",0,9,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2553,고덕,10,2,"3,978","1,632","11,569","5,972","29,651","16,515","24,840","17,230","16,096","12,101","13,864","11,511","15,348","10,424","14,768","10,837","13,429","15,669","14,119","12,665","16,424","14,254","21,687","16,546","20,384","16,641","15,128","28,971","9,305","24,748","7,604","12,459","7,579","11,777","7,252","11,588","1,842","6,870",271,"2,613",1,103,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2554,상일동,41,0,"9,580","1,355","30,809","6,145","79,506","11,516","56,107","16,321","32,791","9,533","24,087","8,480","20,077","8,702","20,165","13,064","17,909","14,607","15,684","14,011","17,950","19,367","18,760","21,711","19,238","31,400","17,873","53,713","10,386","50,003","7,879","25,292","4,990","24,583","3,835","22,485","1,415","14,728",278,"6,608",0,947,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2555,둔촌동,2,0,"4,020",490,"9,326","4,480","24,163","9,982","26,449","18,806","14,955","10,902","11,155","9,556","11,174","8,764","11,387","9,564","11,003","11,523","11,147","10,632","11,589","12,779","13,802","15,599","16,005","19,221","19,344","27,766","9,625","20,603","7,663","10,226","6,828","10,595","5,102","8,639","1,862","5,582",147,"1,097",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2556,올림픽공원(한국체대),3,0,"1,153","1,042","5,469","4,363","11,170","6,745","11,505","9,654","7,931","6,744","7,033","6,532","6,927","5,797","7,241","6,901","6,843","6,992","6,453","6,820","8,458","7,288","11,343","6,948","10,339","8,710","9,429","9,539","5,519","7,734","4,646","4,559","5,914","4,237","4,382","3,892",893,"3,024",75,614,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2557,방이,2,2,"2,433",869,"7,292","3,855","18,726","7,930","17,339","24,654","11,319","12,451","9,064","8,477","8,501","7,208","9,711","9,533","10,123","8,848","8,804","10,064","10,317","11,077","11,822","13,628","14,442","18,497","20,597","20,398","9,552","17,055","7,892","9,203","10,230","7,319","10,391","6,808","1,788","4,931",140,"1,003",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2558,오금,1,0,"1,139",263,"3,108","2,685","8,125","9,445","7,920","20,800","4,763","7,086","4,483","3,791","4,386","3,213","5,206","3,797","4,692","3,376","4,851","3,969","6,139","4,024","8,241","4,965","10,138","5,927","13,624","7,180","4,492","6,371","3,460","3,856","2,754","3,495","2,233","3,598",821,"2,985",90,712,0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2559,개롱,7,0,"3,270",981,"9,103","3,496","23,413","7,619","21,650","15,848","12,561","8,122","10,037","5,926","9,134","6,288","9,241","6,950","8,877","7,966","7,647","8,540","8,826","9,230","11,608","13,115","12,117","15,326","12,823","19,356","6,046","19,394","4,707","10,449","4,259","8,939","2,568","10,287",815,"5,443",57,"1,450",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2560,거여,2,0,"5,992",730,"16,266","4,772","49,205","9,479","42,028","18,124","22,347","10,054","15,117","6,867","13,207","8,019","13,590","8,609","12,838","11,055","11,270","10,769","12,077","12,743","15,497","20,109","15,539","22,009","15,485","34,913","7,358","32,642","5,778","16,470","5,085","14,958","3,256","16,130",955,"9,183",81,"2,402",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2561,마천,53,0,"6,916",405,"14,347","3,134","40,258","4,778","31,992","10,574","16,095","7,209","10,317","6,776","9,220","6,041","9,842","6,661","8,763","7,647","7,796","7,026","7,541","11,162","9,066","14,037","8,817","16,312","9,497","24,257","4,630","23,952","3,738","11,798","2,507","12,543","1,597","11,759",525,"7,419",75,"2,429",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2562,강일,1,0,"2,494",744,"7,348","2,796","19,141","4,355","18,966","6,935","11,739","3,041","8,465","2,594","7,051","3,051","6,602","4,471","5,845","4,175","4,953","4,985","5,510","6,511","7,116","7,210","6,502","11,148","6,790","14,695","2,909","14,714","2,050","8,665","1,583","8,003","1,273","7,083",347,"5,435",59,"1,366",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2563,미사,17,1,"7,101",790,"23,739","7,069","67,009","11,942","61,914","23,691","30,873","20,508","22,515","15,770","20,418","15,523","21,698","18,395","21,328","17,094","18,500","20,784","21,275","21,384","23,069","27,538","26,572","40,163","27,111","57,640","15,650","60,523","15,018","32,939","15,418","25,785","13,001","24,238","5,984","16,596","1,067","4,166",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2564,하남풍산,1,0,"1,680",181,"5,429","2,157","10,795","6,438","10,920","15,126","6,586","9,653","5,552","5,023","5,091","4,665","5,199","4,691","5,464","5,334","5,371","5,382","6,752","5,256","8,573","7,137","10,585","7,083","13,250","9,863","5,501","9,597","3,999","5,162","3,895","4,660","2,268","4,793",715,"3,071",102,"1,082",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2565,하남시청(덕풍·신장),6,0,"4,649",117,"10,698","3,344","25,343","5,738","23,329","13,451","13,909","7,912","11,735","7,680","11,205","7,561","12,554","7,410","11,041","9,950","9,442","8,892","9,848","12,223","12,530","14,335","12,694","14,296","12,755","21,638","7,460","20,200","5,424","10,978","4,538","11,079","3,176","9,980","1,151","6,583",177,"2,665",0,0,0,0,0,0,2022-07-03 09:48:05
2022-06,5호선,2566,하남검단산,27,4,"3,365",20,"8,596","3,036","21,730","4,980","19,421","11,707","10,965","10,158","9,224","8,589","7,756","8,278","8,503","9,386","8,899","8,833","9,018","7,887","10,353","10,571","12,339","9,245","12,248","12,604","11,591","15,924","7,155","14,917","6,242","9,449","5,089","8,455","3,716","7,525",913,"5,623",54,"2,372",0,0,0,0,0,0,2022-07-03 09:48:05
